Gene_ID	Gene_Name	TSS_ID	TSS_Locus	Strand	Max_Expr	RE_Locus	Max_Hist	Distance	Closest_Locus	Closest_TSS	Histone	Correlation	Correlation_P_Value	Distance_P_Value	CnD_P_Value	Q_Value
ENSG00000184029.5	DSCR4	ENST00000398948.1	chr21:39493433-39493433	-	34.65	chr21:39511717-39512242	8.53	-18284	T	F	H3k27ac	-0.23327828	1.925e-01	3.707e-02	4.240e-02	8.588e-01
ENSG00000205930.4	C21orf49	ENST00000382378.1	chr21:34144473-34144473	+	3.24	chr21:34144082-34144621	49.46	0	T	T	H3k4me3	-0.13643116	1.931e-01	2.123e-01	1.720e-01	9.424e-01
ENSG00000205930.4	C21orf49	ENST00000453404.1	chr21:34144472-34144472	+	3.24	chr21:34144082-34144621	49.46	0	T	T	H3k4me3	-0.13643116	1.931e-01	2.123e-01	1.720e-01	9.424e-01
ENSG00000198054.7	DSCR8	ENST00000400477.3	chr21:39493567-39493567	+	51.48	chr21:39511717-39512242	8.53	18150	T	F	H3k27ac	-0.23201742	1.932e-01	3.681e-02	4.227e-02	8.588e-01
ENSG00000198054.7	DSCR8	ENST00000478613.1	chr21:39493545-39493545	+	36.87	chr21:39511717-39512242	8.53	18172	T	F	H3k27ac	-0.23174885	1.933e-01	3.685e-02	4.235e-02	8.588e-01
ENSG00000159110.14	IFNAR2	ENST00000382264.3	chr21:34602206-34602206	+	6.52	chr21:34576304-34576843	14.77	25363	T	T	H3k4me3	0.12646404	2.005e-01	1.000e+00	5.227e-01	9.424e-01
ENSG00000160202.3	CRYAA	ENST00000398132.1	chr21:44590266-44590266	+	4.10	chr21:44630089-44630628	23.98	39823	T	T	H3k27ac	0.21767218	2.015e-01	8.014e-02	8.278e-02	9.424e-01
ENSG00000159216.12	RUNX1	ENST00000325074.5	chr21:36262034-36262034	-	2.04	chr21:36254016-36254555	48.40	7479	T	F	H3k27ac	0.21757256	2.016e-01	1.549e-02	2.114e-02	7.855e-01
ENSG00000159110.14	IFNAR2	ENST00000382264.3	chr21:34602206-34602206	+	6.52	chr21:34576102-34576641	14.77	25565	F	T	H3k4me3	0.12168689	2.029e-01	1.000e+00	5.266e-01	9.424e-01
ENSG00000157557.7	ETS2	ENST00000360938.3	chr21:40177755-40177755	+	1.84	chr21:40159570-40160109	31.52	-17646	F	F	H3k27ac	0.20950882	2.067e-01	3.581e-02	4.372e-02	8.588e-01
ENSG00000157557.7	ETS2	ENST00000360938.3	chr21:40177755-40177755	+	1.84	chr21:40159471-40159766	31.52	-17989	F	F	H3k27ac	0.20884477	2.070e-01	3.626e-02	4.423e-02	8.588e-01
ENSG00000180530.5	NRIP1	ENST00000318948.4	chr21:16437126-16437126	-	2.84	chr21:16431216-16431755	35.22	5371	T	T	H3k27ac	0.20589055	2.086e-01	1.127e-02	1.659e-02	7.523e-01
ENSG00000159216.12	RUNX1	ENST00000399237.2	chr21:36262087-36262087	-	1.87	chr21:36254016-36254555	48.40	7532	T	F	H3k27ac	0.20228443	2.109e-01	1.559e-02	2.210e-02	8.016e-01
ENSG00000159086.10	GCFC1	ENST00000331923.4	chr21:34144169-34144169	-	18.01	chr21:34144082-34144621	49.46	0	T	T	H3k4me3	0.10152334	2.140e-01	2.123e-01	1.859e-01	9.424e-01
ENSG00000157557.7	ETS2	ENST00000360938.3	chr21:40177755-40177755	+	1.84	chr21:40173344-40173560	12.14	-4195	F	F	H3k27ac	0.18776373	2.198e-01	8.604e-03	1.375e-02	7.358e-01
ENSG00000157557.7	ETS2	ENST00000360938.3	chr21:40177755-40177755	+	1.84	chr21:40173378-40173917	12.14	-3838	F	F	H3k27ac	0.18716238	2.202e-01	8.211e-03	1.322e-02	7.358e-01
ENSG00000166979.8	C21orf63	ENST00000496615.1	chr21:33865963-33865963	+	1.07	chr21:33836208-33836567	12.13	29396	T	T	H3k4me3	0.09342336	2.238e-01	1.000e+00	5.588e-01	9.424e-01
ENSG00000236384.2	C21orf129	ENST00000412102.1	chr21:43135935-43135935	-	0.78	chr21:43135735-43136274	27.31	0	T	T	H3k4me3	0.08606476	2.324e-01	2.123e-01	1.978e-01	9.424e-01
ENSG00000142192.13	APP	ENST00000440126.2	chr21:27512669-27512669	-	0.51	chr21:27512409-27512948	5.36	0	T	T	H3k4me3	0.08177490	2.354e-01	2.123e-01	1.997e-01	9.424e-01
ENSG00000159216.12	RUNX1	ENST00000399240.1	chr21:36259480-36259480	-	1.27	chr21:36254016-36254555	48.40	-4925	T	T	H3k4me3	0.07463123	2.397e-01	1.000e+00	5.821e-01	9.424e-01
ENSG00000157557.7	ETS2	ENST00000360938.3	chr21:40177755-40177755	+	1.84	chr21:40170379-40170918	14.47	-6837	F	F	H3k27ac	0.15549653	2.429e-01	1.421e-02	2.301e-02	8.123e-01
ENSG00000157557.7	ETS2	ENST00000360938.3	chr21:40177755-40177755	+	1.84	chr21:40174623-40175024	22.91	-2731	T	F	H3k27ac	0.15217247	2.453e-01	5.861e-03	1.085e-02	6.941e-01
ENSG00000197381.9	ADARB1	ENST00000462214.1	chr21:46493768-46493768	+	7.71	chr21:46470640-46471179	10.42	-22589	F	T	H3k27ac	0.15138521	2.458e-01	4.569e-02	6.164e-02	9.424e-01
ENSG00000160209.12	PDXK	ENST00000291565.4	chr21:45138993-45138993	+	92.62	chr21:45148313-45148500	28.68	9320	F	F	H3k27ac	0.14366132	2.519e-01	1.882e-02	3.011e-02	8.143e-01
ENSG00000160209.12	PDXK	ENST00000470029.1	chr21:45139104-45139104	+	13.84	chr21:45148313-45148500	28.68	9209	F	F	H3k27ac	-0.14311901	2.523e-01	1.860e-02	2.985e-02	8.143e-01
ENSG00000160209.12	PDXK	ENST00000468090.1	chr21:45138978-45138978	+	91.51	chr21:45148313-45148500	28.68	9335	F	F	H3k27ac	0.14299973	2.523e-01	1.885e-02	3.020e-02	8.143e-01
ENSG00000159216.12	RUNX1	ENST00000399240.1	chr21:36259480-36259480	-	1.27	chr21:36254016-36254555	48.40	4925	T	T	H3k27ac	0.14297474	2.524e-01	1.038e-02	1.820e-02	7.671e-01
ENSG00000160209.12	PDXK	ENST00000398081.1	chr21:45138975-45138975	+	91.48	chr21:45148313-45148500	28.68	9338	F	F	H3k27ac	0.14155052	2.533e-01	1.886e-02	3.031e-02	8.143e-01
ENSG00000185658.8	BRWD1	ENST00000341322.4	chr21:40685568-40685568	-	2.28	chr21:40685346-40685885	38.40	0	T	T	H3k4me3	0.05382989	2.563e-01	2.123e-01	2.128e-01	9.424e-01
ENSG00000185658.8	BRWD1	ENST00000341322.4	chr21:40685568-40685568	-	2.28	chr21:40685346-40685885	38.40	0	T	T	H3k27ac	-0.13532690	2.583e-01	5.387e-04	1.375e-03	3.339e-01
ENSG00000197381.9	ADARB1	ENST00000462214.1	chr21:46493768-46493768	+	7.71	chr21:46470870-46471409	10.42	-22359	T	T	H3k27ac	0.13519020	2.584e-01	4.523e-02	6.369e-02	9.424e-01
ENSG00000157551.11	KCNJ15	ENST00000398938.2	chr21:39628870-39628870	+	0.32	chr21:39630999-39631538	22.78	-2129	T	T	H3k4me3	0.04993003	2.606e-01	1.000e+00	6.110e-01	9.424e-01
ENSG00000157551.11	KCNJ15	ENST00000398938.2	chr21:39628870-39628870	+	0.32	chr21:39631260-39631799	22.78	-2390	F	T	H3k4me3	0.05001400	2.606e-01	1.000e+00	6.110e-01	9.424e-01
ENSG00000157551.11	KCNJ15	ENST00000398934.1	chr21:39644429-39644429	+	5.82	chr21:39633687-39634226	2.11	-10203	F	F	H3k27ac	-0.13068440	2.620e-01	2.093e-02	3.404e-02	8.221e-01
ENSG00000215386.5	C21orf34	ENST00000445461.1	chr21:17566788-17566788	+	3.94	chr21:17613837-17614376	12.94	-47049	F	T	H3k4me3	0.04717083	2.643e-01	1.000e+00	6.159e-01	9.424e-01
ENSG00000142192.13	APP	ENST00000448388.2	chr21:27543446-27543446	-	3.95	chr21:27539128-27539667	52.78	3779	T	F	H3k27ac	0.12454434	2.669e-01	8.093e-03	1.541e-02	7.523e-01
ENSG00000205930.4	C21orf49	ENST00000382375.4	chr21:34144411-34144411	+	1.20	chr21:34144082-34144621	49.46	0	T	T	H3k27ac	0.11704751	2.729e-01	5.387e-04	1.444e-03	3.339e-01
ENSG00000159216.12	RUNX1	ENST00000399240.1	chr21:36259480-36259480	-	1.27	chr21:36250862-36251096	26.10	8384	F	T	H3k27ac	0.11523863	2.745e-01	1.700e-02	2.971e-02	8.143e-01
ENSG00000256247.1	AP001052.1	ENST00000400399.3	chr21:45153943-45153943	+	3.30	chr21:45148313-45148500	28.68	-5443	T	F	H3k27ac	0.11127875	2.778e-01	1.107e-02	2.086e-02	7.855e-01
ENSG00000159261.6	CLDN14	ENST00000399135.1	chr21:37852388-37852388	-	1.43	chr21:37850516-37850820	60.77	1568	T	T	H3k27ac	0.11085702	2.781e-01	3.439e-03	7.604e-03	6.068e-01
ENSG00000185186.4	C21orf84	ENST00000332440.3	chr21:44898103-44898103	-	0.35	chr21:44897803-44898291	47.59	0	T	T	H3k4me3	0.03653498	2.796e-01	1.961e-01	2.141e-01	9.424e-01
ENSG00000185186.4	C21orf84	ENST00000332440.3	chr21:44898103-44898103	-	0.35	chr21:44897803-44898295	47.59	0	T	T	H3k4me3	0.03656755	2.796e-01	1.974e-01	2.151e-01	9.424e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44761226-44761652	7.42	9307	F	T	H3k4me3	0.03595138	2.814e-01	1.000e+00	6.382e-01	9.424e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44764160-44764667	7.42	12241	F	T	H3k4me3	0.03592195	2.814e-01	1.000e+00	6.382e-01	9.424e-01
ENSG00000160207.4	HSF2BP	ENST00000291560.2	chr21:45079374-45079374	-	2.01	chr21:45066431-45066634	21.17	12740	T	F	H3k27ac	0.10458696	2.838e-01	2.568e-02	4.316e-02	8.588e-01
ENSG00000159216.12	RUNX1	ENST00000325074.5	chr21:36262034-36262034	-	2.04	chr21:36250862-36251096	26.10	10938	F	F	H3k27ac	0.10421349	2.842e-01	2.210e-02	3.813e-02	8.381e-01
ENSG00000205930.4	C21orf49	ENST00000382377.3	chr21:34144436-34144436	+	2.55	chr21:34144082-34144621	49.46	0	T	T	H3k4me3	-0.03410499	2.845e-01	2.123e-01	2.299e-01	9.424e-01
ENSG00000215386.5	C21orf34	ENST00000441820.1	chr21:17909601-17909601	+	0.20	chr21:17936130-17936429	11.58	-26529	T	T	H3k4me3	0.03340361	2.863e-01	1.000e+00	6.444e-01	9.424e-01
ENSG00000160207.4	HSF2BP	ENST00000443485.1	chr21:45079351-45079351	-	1.99	chr21:45066431-45066634	21.17	12717	T	F	H3k27ac	0.10072468	2.878e-01	2.563e-02	4.359e-02	8.588e-01
ENSG00000155313.10	USP25	ENST00000285679.6	chr21:17102344-17102344	+	0.97	chr21:17031987-17032526	12.97	69818	F	T	H3k4me3	-0.03258829	2.888e-01	1.000e+00	6.475e-01	9.424e-01
ENSG00000159216.12	RUNX1	ENST00000399240.1	chr21:36259480-36259480	-	1.27	chr21:36250862-36251096	26.10	-8384	F	T	H3k4me3	-0.03218311	2.888e-01	1.000e+00	6.475e-01	9.424e-01
ENSG00000215386.5	C21orf34	ENST00000458468.1	chr21:17442842-17442842	+	1.64	chr21:17452070-17452609	11.88	9228	T	F	H3k27ac	-0.09823320	2.902e-01	1.898e-02	3.417e-02	8.221e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44760573-44761004	7.42	8654	F	T	H3k4me3	0.02916995	2.974e-01	1.000e+00	6.580e-01	9.424e-01
ENSG00000236384.2	C21orf129	ENST00000412102.1	chr21:43135935-43135935	-	0.78	chr21:43135735-43136274	27.31	0	T	T	H3k27ac	0.08815745	3.000e-01	5.387e-04	1.572e-03	3.373e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44751994-44752310	18.69	-75	T	T	H3k4me3	0.02823741	3.010e-01	2.012e-01	2.304e-01	9.424e-01
ENSG00000159110.14	IFNAR2	ENST00000382264.3	chr21:34602206-34602206	+	6.52	chr21:34576102-34576641	14.77	-25565	F	T	H3k27ac	-0.08470790	3.035e-01	5.164e-02	8.081e-02	9.424e-01
ENSG00000159216.12	RUNX1	ENST00000399237.2	chr21:36262087-36262087	-	1.87	chr21:36250862-36251096	26.10	10991	F	F	H3k27ac	0.08393562	3.046e-01	2.221e-02	4.056e-02	8.584e-01
ENSG00000160208.10	RRP1B	ENST00000340648.4	chr21:45079429-45079429	+	55.49	chr21:45066431-45066634	21.17	-12795	T	F	H3k27ac	-0.08139080	3.074e-01	2.579e-02	4.628e-02	8.651e-01
ENSG00000215386.5	C21orf34	ENST00000445461.1	chr21:17566788-17566788	+	3.94	chr21:17613837-17614376	12.94	47049	F	T	H3k27ac	0.07939217	3.096e-01	9.459e-02	1.327e-01	9.424e-01
ENSG00000160209.12	PDXK	ENST00000476313.1	chr21:45148798-45148798	+	10.87	chr21:45148313-45148500	28.68	-298	T	F	H3k27ac	-0.07620337	3.132e-01	7.829e-04	2.284e-03	3.681e-01
ENSG00000159110.14	IFNAR2	ENST00000382264.3	chr21:34602206-34602206	+	6.52	chr21:34576304-34576843	14.77	-25363	T	T	H3k27ac	-0.07586270	3.136e-01	5.124e-02	8.245e-02	9.424e-01
ENSG00000166979.8	C21orf63	ENST00000496615.1	chr21:33865963-33865963	+	1.07	chr21:33836208-33836567	12.13	-29396	T	T	H3k27ac	0.07335918	3.167e-01	5.913e-02	9.322e-02	9.424e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44762738-44763466	17.99	10819	F	T	H3k4me3	0.02271501	3.207e-01	1.000e+00	6.854e-01	9.424e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44752165-44752704	18.69	-246	F	T	H3k4me3	0.02234984	3.219e-01	4.061e-01	3.967e-01	9.424e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44753165-44753648	18.69	1246	F	T	H3k4me3	0.02234714	3.219e-01	1.000e+00	6.868e-01	9.424e-01
ENSG00000160209.12	PDXK	ENST00000472777.1	chr21:45148794-45148794	+	11.01	chr21:45148313-45148500	28.68	-294	T	F	H3k27ac	-0.06822990	3.233e-01	7.749e-04	2.327e-03	3.681e-01
ENSG00000233818.1	AP000695.4	ENST00000454980.1	chr21:37818120-37818120	+	0.53	chr21:37810040-37810579	15.64	-7541	T	F	H3k27ac	0.06682625	3.253e-01	1.561e-02	3.191e-02	8.221e-01
ENSG00000180530.5	NRIP1	ENST00000400199.1	chr21:16437255-16437255	-	0.80	chr21:16431216-16431755	35.22	5500	T	F	H3k27ac	-0.06613488	3.262e-01	1.153e-02	2.476e-02	8.123e-01
ENSG00000159261.6	CLDN14	ENST00000399135.1	chr21:37852388-37852388	-	1.43	chr21:37843648-37843921	4.79	8467	F	F	H3k27ac	-0.06153251	3.323e-01	1.720e-02	3.524e-02	8.243e-01
ENSG00000160209.12	PDXK	ENST00000463355.1	chr21:45139028-45139028	+	116.89	chr21:45148313-45148500	28.68	9285	F	F	H3k27ac	0.05670739	3.389e-01	1.875e-02	3.851e-02	8.382e-01
ENSG00000160209.12	PDXK	ENST00000498040.1	chr21:45148611-45148611	+	0.38	chr21:45148313-45148500	28.68	-111	T	T	H3k4me3	-0.01877264	3.427e-01	1.870e-01	2.402e-01	9.424e-01
ENSG00000160209.12	PDXK	ENST00000327574.4	chr21:45148781-45148781	+	11.25	chr21:45148313-45148500	28.68	-281	T	F	H3k27ac	-0.05151542	3.465e-01	7.489e-04	2.402e-03	3.681e-01
ENSG00000160209.12	PDXK	ENST00000476084.1	chr21:45139058-45139058	+	92.77	chr21:45148313-45148500	28.68	9255	F	F	H3k27ac	0.04978962	3.493e-01	1.869e-02	3.939e-02	8.477e-01
ENSG00000142192.13	APP	ENST00000440126.2	chr21:27512669-27512669	-	0.51	chr21:27512409-27512948	5.36	0	T	T	H3k27ac	0.04830381	3.519e-01	5.387e-04	1.814e-03	3.373e-01
ENSG00000185658.8	BRWD1	ENST00000333229.2	chr21:40685745-40685745	-	0.56	chr21:40685346-40685885	38.40	0	T	T	H3k27ac	-0.04747495	3.535e-01	5.387e-04	1.822e-03	3.373e-01
ENSG00000160209.12	PDXK	ENST00000398085.3	chr21:45139057-45139057	+	93.14	chr21:45148313-45148500	28.68	9256	F	F	H3k27ac	0.04533961	3.570e-01	1.870e-02	4.011e-02	8.570e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44762738-44763466	17.99	-10819	F	T	H3k27ac	0.04532312	3.570e-01	2.235e-02	4.653e-02	8.651e-01
ENSG00000157551.11	KCNJ15	ENST00000398938.2	chr21:39628870-39628870	+	0.32	chr21:39631260-39631799	22.78	2390	F	T	H3k27ac	0.04343596	3.605e-01	5.316e-03	1.391e-02	7.358e-01
ENSG00000157551.11	KCNJ15	ENST00000398938.2	chr21:39628870-39628870	+	0.32	chr21:39630999-39631538	22.78	2129	T	T	H3k27ac	0.04333915	3.606e-01	4.794e-03	1.273e-02	7.358e-01
ENSG00000160209.12	PDXK	ENST00000481512.1	chr21:45153552-45153552	+	0.88	chr21:45148313-45148500	28.68	-5052	T	F	H3k27ac	0.04152253	3.642e-01	1.029e-02	2.468e-02	8.123e-01
ENSG00000185186.4	C21orf84	ENST00000332440.3	chr21:44898103-44898103	-	0.35	chr21:44897803-44898295	47.59	0	T	T	H3k27ac	0.04112676	3.651e-01	4.918e-04	1.728e-03	3.373e-01
ENSG00000185186.4	C21orf84	ENST00000332440.3	chr21:44898103-44898103	-	0.35	chr21:44897803-44898291	47.59	0	T	T	H3k27ac	0.04110015	3.651e-01	4.878e-04	1.715e-03	3.373e-01
ENSG00000160209.12	PDXK	ENST00000498040.1	chr21:45148611-45148611	+	0.38	chr21:45148313-45148500	28.68	-111	T	T	H3k27ac	0.04106709	3.652e-01	4.089e-04	1.465e-03	3.339e-01
ENSG00000157551.11	KCNJ15	ENST00000419868.1	chr21:39668848-39668848	+	0.34	chr21:39664274-39664813	1.37	-4035	T	F	H3k27ac	0.04060849	3.662e-01	8.604e-03	2.130e-02	7.855e-01
ENSG00000157551.11	KCNJ15	ENST00000443341.1	chr21:39628664-39628664	+	0.25	chr21:39631260-39631799	22.78	2596	F	F	H3k27ac	0.04052912	3.663e-01	5.728e-03	1.504e-02	7.523e-01
ENSG00000157551.11	KCNJ15	ENST00000398928.1	chr21:39628663-39628663	+	0.25	chr21:39631260-39631799	22.78	2597	F	F	H3k27ac	0.04040310	3.665e-01	5.730e-03	1.505e-02	7.523e-01
ENSG00000157551.11	KCNJ15	ENST00000443341.1	chr21:39628664-39628664	+	0.25	chr21:39630999-39631538	22.78	2335	T	F	H3k27ac	0.04036662	3.665e-01	5.206e-03	1.386e-02	7.358e-01
ENSG00000157551.11	KCNJ15	ENST00000398928.1	chr21:39628663-39628663	+	0.25	chr21:39630999-39631538	22.78	2336	T	F	H3k27ac	0.04022552	3.668e-01	5.208e-03	1.387e-02	7.358e-01
ENSG00000157551.11	KCNJ15	ENST00000419868.1	chr21:39668848-39668848	+	0.34	chr21:39675109-39675648	1.37	6261	F	T	H3k27ac	0.03980957	3.677e-01	1.305e-02	3.043e-02	8.143e-01
ENSG00000157551.11	KCNJ15	ENST00000419868.1	chr21:39668848-39668848	+	0.34	chr21:39675109-39675648	1.37	-6261	F	T	H3k4me3	-0.01644589	3.691e-01	1.000e+00	7.370e-01	9.424e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44764160-44764667	7.42	-12241	F	T	H3k27ac	0.03794113	3.720e-01	2.498e-02	5.276e-02	8.982e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40159471-40159766	31.52	17465	F	T	H3k4me3	0.01596919	3.734e-01	1.000e+00	7.412e-01	9.424e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40173378-40173917	12.14	3314	F	T	H3k4me3	-0.01589220	3.740e-01	1.000e+00	7.418e-01	9.424e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44751994-44752310	18.69	-75	T	T	H3k27ac	0.03666267	3.751e-01	4.659e-04	1.687e-03	3.373e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40173344-40173560	12.14	3671	F	T	H3k4me3	-0.01542164	3.783e-01	1.000e+00	7.460e-01	9.424e-01
ENSG00000155313.10	USP25	ENST00000285679.6	chr21:17102344-17102344	+	0.97	chr21:17031987-17032526	12.97	-69818	F	T	H3k27ac	-0.03481144	3.795e-01	1.401e-01	2.092e-01	9.424e-01
ENSG00000185658.8	BRWD1	ENST00000333229.2	chr21:40685745-40685745	-	0.56	chr21:40685346-40685885	38.40	0	T	T	H3k4me3	0.01500476	3.863e-01	2.123e-01	2.871e-01	9.424e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44752165-44752704	18.69	-246	F	T	H3k27ac	0.03072250	3.909e-01	1.030e-03	3.551e-03	4.209e-01
ENSG00000185658.8	BRWD1	ENST00000470108.1	chr21:40693485-40693485	-	3.79	chr21:40685346-40685885	38.40	7600	T	F	H3k27ac	-0.02984376	3.933e-01	1.573e-02	3.765e-02	8.381e-01
ENSG00000215386.5	C21orf34	ENST00000441820.1	chr21:17909601-17909601	+	0.20	chr21:17936130-17936429	11.58	26529	T	T	H3k27ac	0.02883362	3.962e-01	5.334e-02	1.026e-01	9.424e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44753165-44753648	18.69	-1246	F	T	H3k27ac	0.02859605	3.968e-01	2.974e-03	9.135e-03	6.384e-01
ENSG00000215386.5	C21orf34	ENST00000456342.1	chr21:17443553-17443553	+	0.14	chr21:17452070-17452609	11.88	-8517	T	T	H3k4me3	-0.01377457	3.985e-01	1.000e+00	7.652e-01	9.424e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40159570-40160109	31.52	17122	F	T	H3k4me3	0.01371994	3.991e-01	1.000e+00	7.657e-01	9.424e-01
ENSG00000159200.12	RCAN1	ENST00000487434.1	chr21:35893881-35893881	-	0.36	chr21:35898945-35899484	35.12	-5064	T	F	H3k27ac	0.02404085	4.101e-01	1.066e-02	2.812e-02	8.143e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44761226-44761652	7.42	-9307	F	T	H3k27ac	0.02389415	4.106e-01	1.903e-02	4.573e-02	8.648e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40174623-40175024	22.91	2207	T	T	H3k4me3	-0.01249088	4.151e-01	1.000e+00	7.801e-01	9.424e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40166005-40166544	12.14	-10687	F	T	H3k27ac	0.02189657	4.181e-01	2.190e-02	5.213e-02	8.982e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40170379-40170918	14.47	6313	F	T	H3k4me3	0.01236110	4.181e-01	1.000e+00	7.827e-01	9.424e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44760573-44761004	7.42	-8654	F	T	H3k27ac	0.02048945	4.240e-01	1.773e-02	4.429e-02	8.588e-01
ENSG00000157551.11	KCNJ15	ENST00000398938.2	chr21:39628870-39628870	+	0.32	chr21:39633687-39634226	2.11	-4817	F	T	H3k4me3	-0.01181238	4.243e-01	1.000e+00	7.880e-01	9.424e-01
ENSG00000215386.5	C21orf34	ENST00000456342.1	chr21:17443553-17443553	+	0.14	chr21:17496647-17497186	19.49	-53094	F	T	H3k4me3	-0.01164798	4.249e-01	1.000e+00	7.886e-01	9.424e-01
ENSG00000256423.1	AP001046.1	ENST00000542551.1	chr21:44751879-44751879	-	0.14	chr21:44751994-44752310	18.69	-115	T	F	H3k27ac	0.01841819	4.328e-01	5.458e-04	2.209e-03	3.681e-01
ENSG00000160207.4	HSF2BP	ENST00000542962.1	chr21:45078025-45078025	-	0.12	chr21:45020575-45020861	28.70	-57164	F	T	H3k4me3	-0.01071374	4.341e-01	1.000e+00	7.963e-01	9.424e-01
ENSG00000160207.4	HSF2BP	ENST00000542962.1	chr21:45078025-45078025	-	0.12	chr21:45066431-45066634	21.17	-11391	T	T	H3k4me3	-0.01032672	4.390e-01	1.000e+00	8.004e-01	9.424e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40166005-40166544	12.14	10687	F	T	H3k4me3	-0.00945912	4.457e-01	1.000e+00	8.059e-01	9.424e-01
ENSG00000225330.1	AF064860.5	ENST00000416555.1	chr21:41002198-41002198	+	0.41	chr21:41005534-41006073	1.95	3336	T	T	H3k27ac	0.01528674	4.484e-01	7.207e-03	2.176e-02	7.960e-01
ENSG00000256423.1	AP001046.1	ENST00000542551.1	chr21:44751879-44751879	-	0.14	chr21:44752165-44752704	18.69	-286	F	F	H3k27ac	0.01517280	4.490e-01	1.110e-03	4.290e-03	4.649e-01
ENSG00000157551.11	KCNJ15	ENST00000443341.1	chr21:39628664-39628664	+	0.25	chr21:39633687-39634226	2.11	5023	F	F	H3k27ac	0.01488738	4.502e-01	1.058e-02	3.023e-02	8.143e-01
ENSG00000205726.8	ITSN1	ENST00000381283.3	chr21:35091102-35091102	+	0.26	chr21:35055563-35056102	18.57	35000	T	T	H3k4me3	0.00863663	4.506e-01	1.000e+00	8.098e-01	9.424e-01
ENSG00000157551.11	KCNJ15	ENST00000398928.1	chr21:39628663-39628663	+	0.25	chr21:39633687-39634226	2.11	5024	F	F	H3k27ac	0.01464224	4.515e-01	1.058e-02	3.031e-02	8.143e-01
ENSG00000157551.11	KCNJ15	ENST00000398927.1	chr21:39668479-39668479	+	0.18	chr21:39664274-39664813	1.37	3666	T	T	H3k4me3	-0.00843468	4.531e-01	1.000e+00	8.118e-01	9.424e-01
ENSG00000256423.1	AP001046.1	ENST00000542551.1	chr21:44751879-44751879	-	0.14	chr21:44753165-44753648	18.69	-1286	F	F	H3k27ac	0.01427811	4.537e-01	3.054e-03	1.050e-02	6.864e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40159471-40159766	31.52	-17465	F	T	H3k27ac	0.01412370	4.546e-01	3.521e-02	8.220e-02	9.424e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40159570-40160109	31.52	-17122	F	T	H3k27ac	0.01397927	4.553e-01	3.476e-02	8.145e-02	9.424e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40170379-40170918	14.47	-6313	F	T	H3k27ac	0.01306486	4.608e-01	1.316e-02	3.702e-02	8.381e-01
ENSG00000160207.4	HSF2BP	ENST00000542962.1	chr21:45078025-45078025	-	0.12	chr21:45059582-45060121	4.18	17904	F	T	H3k27ac	-0.01234212	4.651e-01	3.633e-02	8.585e-02	9.424e-01
